,EmployeeID,NIK,orighiredate_key,department_name,job_title,BUSINESS_UNIT,province,city,district,gender,birth_datetime,birthday,age,regist_code,join_year,birth_year,generation
13,1335,1703064702620006,1989-09-16,Recruitment,"Director, Recruitment",HEADOFFICE,BENGKULU,KAB. BENGKULU UTARA,Kerkap,Female,1962-02-07,07 February 1962,61,6,1989,1962,Boomers
14,1703,1906065301510004,1990-09-23,Meats,Meats Manager,STORES,KEPULAUAN BANGKA BELITUNG,KAB. BELITUNG TIMUR,Simpang Renggiang,Female,1951-01-13,13 January 1951,72,4,1990,1951,Boomers
15,1705,1204061501510019,1990-09-24,Meats,Meats Manager,STORES,SUMATERA UTARA,KAB. NIAS,Gido,Male,1951-01-15,15 January 1951,72,19,1990,1951,Boomers
16,1706,3511232001510018,1990-09-27,Meats,Meat Cutter,STORES,JAWA TIMUR,KAB. BONDOWOSO,Jambesari Darus Sholah,Male,1951-01-20,20 January 1951,72,18,1990,1951,Boomers
17,1710,7326152401510019,1990-09-29,Customer Service,Customer Service Manager,STORES,SULAWESI SELATAN,KAB. TORAJA UTARA,Kesu,Male,1951-01-24,24 January 1951,72,19,1990,1951,Boomers
18,1713,3505026701510017,1990-10-01,Produce,Produce Manager,STORES,JAWA TIMUR,KAB. BLITAR,Udanawu,Female,1951-01-27,27 January 1951,72,17,1990,1951,Boomers
19,1715,3603297101510019,1990-10-03,Produce,Produce Manager,STORES,BANTEN,KAB. TANGERANG,Sindang Jaya,Female,1951-01-31,31 January 1951,72,19,1990,1951,Boomers
20,1716,3202193101510015,1990-10-03,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. SUKABUMI,Kabandungan,Male,1951-01-31,31 January 1951,72,15,1990,1951,Boomers
21,1717,1116044202510003,1990-10-04,Meats,Meat Cutter,STORES,ACEH,KAB. ACEH TAMIANG,Seruway,Female,1951-02-02,02 February 1951,72,3,1990,1951,Boomers
22,1718,9106144802510016,1990-10-07,Meats,Meat Cutter,STORES,PAPUA,KAB. BIAK NUMFOR,Andey,Female,1951-02-08,08 February 1951,72,16,1990,1951,Boomers
23,1719,7601041102510009,1990-10-09,Bakery,Bakery Manager,STORES,SULAWESI BARAT,KAB. PASANGKAYU,Sarudu,Male,1951-02-11,11 February 1951,72,9,1990,1951,Boomers
24,1720,6403025702510001,1990-10-12,Meats,Meat Cutter,STORES,KALIMANTAN TIMUR,KAB. BERAU,Talisayan,Female,1951-02-17,17 February 1951,72,1,1990,1951,Boomers
25,1721,7102082302510008,1990-10-15,Meats,Meat Cutter,STORES,SULAWESI UTARA,KAB. MINAHASA,Remboken,Male,1951-02-23,23 February 1951,72,8,1990,1951,Boomers
26,1726,6407150603510011,1990-10-21,Dairy,Dairy Person,STORES,KALIMANTAN TIMUR,KAB. KUTAI BARAT,Linggang Bigung,Male,1951-03-06,06 March 1951,72,11,1990,1951,Boomers
27,1728,9114414603510009,1990-10-21,Processed Foods,Processed Foods Manager,STORES,PAPUA,KAB. TOLIKARA,Tagime,Female,1951-03-06,06 March 1951,72,9,1990,1951,Boomers
28,1732,1507111103510016,1990-10-24,Meats,Meats Manager,STORES,JAMBI,KAB. TANJUNG JABUNG TIMUR,Berbak,Male,1951-03-11,11 March 1951,72,16,1990,1951,Boomers
29,1733,3604151303510016,1990-10-25,Meats,Meat Cutter,STORES,BANTEN,KAB. SERANG,Cikande,Male,1951-03-13,13 March 1951,72,16,1990,1951,Boomers
30,1734,7318015303510010,1990-10-25,Customer Service,Customer Service Manager,STORES,SULAWESI SELATAN,KAB. TANA TORAJA,Saluputi,Female,1951-03-13,13 March 1951,72,10,1990,1951,Boomers
31,1735,7403341503510005,1990-10-26,Customer Service,Customer Service Manager,STORES,SULAWESI TENGGARA,KAB. MUNA,Batukara,Male,1951-03-15,15 March 1951,72,5,1990,1951,Boomers
32,1736,1704012303510009,1990-10-30,Store Management,Store Manager,STORES,BENGKULU,KAB. KAUR,Kinal,Male,1951-03-23,23 March 1951,72,9,1990,1951,Boomers
33,1739,5307102903510013,1990-11-02,Meats,Meat Cutter,STORES,NUSA TENGGARA TIMUR,KAB. SIKKA,Kewapante,Male,1951-03-29,29 March 1951,72,13,1990,1951,Boomers
34,1740,3526163003510007,1990-11-03,Bakery,Bakery Manager,STORES,JAWA TIMUR,KAB. BANGKALAN,Modung,Male,1951-03-30,30 March 1951,72,7,1990,1951,Boomers
35,1741,7106070304510012,1990-11-05,Meats,Meats Manager,STORES,SULAWESI UTARA,KAB. MINAHASA UTARA,Likupang Timur,Male,1951-04-03,03 April 1951,72,12,1990,1951,Boomers
36,1743,3171034504510010,1990-11-06,Meats,Meat Cutter,STORES,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Kemayoran,Female,1951-04-05,05 April 1951,72,10,1990,1951,Boomers
37,1744,3208014804510019,1990-11-07,Dairy,Dairy Person,STORES,JAWA BARAT,KAB. KUNINGAN,Kadugede,Female,1951-04-08,08 April 1951,72,19,1990,1951,Boomers
38,1745,5207071104510015,1990-11-09,Produce,Produce Manager,STORES,NUSA TENGGARA BARAT,KAB. SUMBAWA BARAT,Brang Ene,Male,1951-04-11,11 April 1951,72,15,1990,1951,Boomers
39,1750,6106016004510001,1990-11-14,Meats,Meat Cutter,STORES,KALIMANTAN BARAT,KAB. KAPUAS HULU,Putussibau Utara,Female,1951-04-20,20 April 1951,72,1,1990,1951,Boomers
40,1754,3603050205510001,1990-11-20,Meats,Meat Cutter,STORES,BANTEN,KAB. TANGERANG,Cisoka,Male,1951-05-02,02 May 1951,72,1,1990,1951,Boomers
41,1755,6202160405510019,1990-11-21,Meats,Meat Cutter,STORES,KALIMANTAN TENGAH,KAB. KOTAWARINGIN TIMUR,Tualan Hulu,Male,1951-05-04,04 May 1951,72,19,1990,1951,Boomers
42,1757,7603074505510015,1990-11-22,Meats,Meat Cutter,STORES,SULAWESI BARAT,KAB. MAMASA,Messawa,Female,1951-05-05,05 May 1951,72,15,1990,1951,Boomers
43,1758,6408035205510010,1990-11-25,Meats,Meats Manager,STORES,KALIMANTAN TIMUR,KAB. KUTAI TIMUR,Muara Bengkal,Female,1951-05-12,12 May 1951,72,10,1990,1951,Boomers
44,1762,7108035805510019,1990-11-28,Meats,Meat Cutter,STORES,SULAWESI UTARA,KAB. BOLAANG MONGONDOWUTARA,Bolangitang Timur,Female,1951-05-18,18 May 1951,72,19,1990,1951,Boomers
45,1763,3317022105510017,1990-11-30,Produce,Produce Manager,STORES,JAWA TENGAH,KAB. REMBANG,Bulu,Male,1951-05-21,21 May 1951,72,17,1990,1951,Boomers
46,1767,9201040206510016,1990-12-06,Bakery,Bakery Manager,STORES,PAPUA BARAT,KAB. SORONG,Beraur,Male,1951-06-02,02 June 1951,72,16,1990,1951,Boomers
47,1768,1212100306510006,1990-12-07,Store Management,Store Manager,STORES,SUMATERA UTARA,KAB. TOBA SAMOSIR,Uluan,Male,1951-06-03,03 June 1951,72,6,1990,1951,Boomers
48,1769,7109070406510014,1990-12-07,Processed Foods,Processed Foods Manager,STORES,SULAWESI UTARA,KAB. KEP. SIAU TAGULANDANGBIARO,Biaro,Male,1951-06-04,04 June 1951,72,14,1990,1951,Boomers
49,1770,7471030506510017,1990-12-08,Dairy,Dairy Person,STORES,SULAWESI TENGGARA,KOTA KENDARI,Baruga,Male,1951-06-05,05 June 1951,72,17,1990,1951,Boomers
50,1771,1206150606510014,1990-12-08,Meats,Meats Manager,STORES,SUMATERA UTARA,KAB. KARO,Merdeka,Male,1951-06-06,06 June 1951,72,14,1990,1951,Boomers
51,1773,3203061206510001,1990-12-12,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. CIANJUR,Bojongpicung,Male,1951-06-12,12 June 1951,72,1,1990,1951,Boomers
52,1774,6209011406510010,1990-12-13,Processed Foods,Processed Foods Manager,STORES,KALIMANTAN TENGAH,KAB. LAMANDAU,Lamandau,Male,1951-06-14,14 June 1951,72,10,1990,1951,Boomers
53,1775,8101121506510013,1990-12-13,Processed Foods,Processed Foods Manager,STORES,MALUKU,KAB. MALUKU TENGAH,Saparua,Male,1951-06-15,15 June 1951,72,13,1990,1951,Boomers
54,1776,5319071806510012,1990-12-15,Customer Service,Customer Service Manager,STORES,NUSA TENGGARA TIMUR,KAB. MANGGARAI TIMUR,Rana Mese,Male,1951-06-18,18 June 1951,72,12,1990,1951,Boomers
55,1777,1225015806510015,1990-12-15,Meats,Meat Cutter,STORES,SUMATERA UTARA,KAB. NIAS BARAT,Lahomi,Female,1951-06-18,18 June 1951,72,15,1990,1951,Boomers
56,1779,7104066706510014,1990-12-20,Dairy,Dairy Person,STORES,SULAWESI UTARA,KAB. KEPULAUAN TALAUD,Kabaruan,Female,1951-06-27,27 June 1951,72,14,1990,1951,Boomers
57,1786,1204064707510016,1990-12-25,Produce,Produce Manager,STORES,SUMATERA UTARA,KAB. NIAS,Gido,Female,1951-07-07,07 July 1951,72,16,1990,1951,Boomers
58,1790,5207055707510018,1990-12-30,Meats,Meat Cutter,STORES,NUSA TENGGARA BARAT,KAB. SUMBAWA BARAT,Brang Rea,Female,1951-07-17,17 July 1951,72,18,1990,1951,Boomers
59,1791,6305021707510016,1990-12-30,Meats,Meat Cutter,STORES,KALIMANTAN SELATAN,KAB. TAPIN,Tapin Selatan,Male,1951-07-17,17 July 1951,72,16,1990,1951,Boomers
60,1793,9114361907510019,1990-12-31,Produce,Produce Manager,STORES,PAPUA,KAB. TOLIKARA,Telenggeme,Male,1951-07-19,19 July 1951,72,19,1990,1951,Boomers
61,1794,3210082107510003,1991-01-01,Customer Service,Customer Service Manager,STORES,JAWA BARAT,KAB. MAJALENGKA,Sukahaji,Male,1951-07-21,21 July 1951,72,3,1991,1951,Boomers
62,1800,6302144408510006,1991-01-09,Meats,Meat Cutter,STORES,KALIMANTAN SELATAN,KAB. KOTABARU,Hampang,Female,1951-08-04,04 August 1951,72,6,1991,1951,Boomers
63,1801,1803215208510016,1991-01-13,Meats,Meats Manager,STORES,LAMPUNG,KAB. LAMPUNG UTARA,Sungkai Barat,Female,1951-08-12,12 August 1951,72,16,1991,1951,Boomers
64,1802,8203205608510012,1991-01-15,Processed Foods,Processed Foods Manager,STORES,MALUKU UTARA,KAB. HALMAHERA UTARA,Kao Utara,Female,1951-08-16,16 August 1951,72,12,1991,1951,Boomers
65,1803,1310035708510018,1991-01-15,Meats,Meat Cutter,STORES,SUMATERA BARAT,KAB. DHARMASRAYA,Sungai Rumbai,Female,1951-08-17,17 August 1951,72,18,1991,1951,Boomers
66,1804,7605066008510006,1991-01-17,Meats,Meat Cutter,STORES,SULAWESI BARAT,KAB. MAJENE,Tammerodo Sendana,Female,1951-08-20,20 August 1951,72,6,1991,1951,Boomers
67,1806,1206086308510003,1991-01-19,Customer Service,Customer Service Manager,STORES,SUMATERA UTARA,KAB. KARO,Tigabinanga,Female,1951-08-23,23 August 1951,72,3,1991,1951,Boomers
68,1808,1508166508510002,1991-01-20,Meats,Meat Cutter,STORES,JAMBI,KAB. BUNGO,Jujuhan Ilir,Female,1951-08-25,25 August 1951,72,2,1991,1951,Boomers
69,1810,3310026808510017,1991-01-21,Meats,Meat Cutter,STORES,JAWA TENGAH,KAB. KLATEN,Gantiwarno,Female,1951-08-28,28 August 1951,72,17,1991,1951,Boomers
70,1811,9123120109510015,1991-01-23,Meats,Meat Cutter,STORES,PAPUA,KAB. LANNY JAYA,Nogi,Male,1951-09-01,01 September 1951,72,15,1991,1951,Boomers
71,1812,3522074209510016,1991-01-24,Meats,Meat Cutter,STORES,JAWA TIMUR,KAB. BOJONEGORO,Sugihwaras,Female,1951-09-02,02 September 1951,72,16,1991,1951,Boomers
72,1814,9103194909510004,1991-01-28,Meats,Meat Cutter,STORES,PAPUA,KAB. JAYAPURA,Yokari,Female,1951-09-09,09 September 1951,72,4,1991,1951,Boomers
73,1816,3204401709510007,1991-02-01,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. BANDUNG,Rancabali,Male,1951-09-17,17 September 1951,72,7,1991,1951,Boomers
74,1817,3320041909510007,1991-02-02,Produce,Produce Manager,STORES,JAWA TENGAH,KAB. JEPARA,Mayong,Male,1951-09-19,19 September 1951,72,7,1991,1951,Boomers
75,1820,3206026509510016,1991-02-05,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. TASIKMALAYA,Karangnunggal,Female,1951-09-25,25 September 1951,72,16,1991,1951,Boomers
76,1825,1211134910510014,1991-02-12,Meats,Meat Cutter,STORES,SUMATERA UTARA,KAB. DAIRI,Berampu,Female,1951-10-09,09 October 1951,72,14,1991,1951,Boomers
77,1827,1305045210510007,1991-02-14,Meats,Meats Manager,STORES,SUMATERA BARAT,KAB. PADANG PARIAMAN,2 x 11 Enam Lingkuang,Female,1951-10-12,12 October 1951,72,7,1991,1951,Boomers
78,1829,9124021310510011,1991-02-15,Processed Foods,Processed Foods Manager,STORES,PAPUA,KAB. NDUGA,Mapenduma,Male,1951-10-13,13 October 1951,72,11,1991,1951,Boomers
79,1830,3322131310510013,1991-02-15,Meats,Meat Cutter,STORES,JAWA TENGAH,KAB. SEMARANG,Bergas,Male,1951-10-13,13 October 1951,72,13,1991,1951,Boomers
80,1831,1806161510510017,1991-02-16,Meats,Meat Cutter,STORES,LAMPUNG,KAB. TANGGAMUS,Pematang Sawa,Male,1951-10-15,15 October 1951,72,17,1991,1951,Boomers
81,1834,3311102810510010,1991-02-23,Meats,Meats Manager,STORES,JAWA TENGAH,KAB. SUKOHARJO,Baki,Male,1951-10-28,28 October 1951,72,10,1991,1951,Boomers
82,1835,3524253010510014,1991-02-24,Meats,Meat Cutter,STORES,JAWA TIMUR,KAB. LAMONGAN,Deket,Male,1951-10-30,30 October 1951,72,14,1991,1951,Boomers
83,1836,1308183010510010,1991-02-24,Meats,Meat Cutter,STORES,SUMATERA BARAT,KAB. PASAMAN,Rao Utara,Male,1951-10-30,30 October 1951,72,10,1991,1951,Boomers
84,1839,1705084411510015,1991-02-26,Meats,Meat Cutter,STORES,BENGKULU,KAB. SELUMA,Seluma Barat,Female,1951-11-04,04 November 1951,72,15,1991,1951,Boomers
85,1840,5202100311510013,1991-02-26,Meats,Meat Cutter,STORES,NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,Praya Tengah,Male,1951-11-03,03 November 1951,72,13,1991,1951,Boomers
86,1841,7316064611510014,1991-02-27,Meats,Meat Cutter,STORES,SULAWESI SELATAN,KAB. ENREKANG,Bungin,Female,1951-11-06,06 November 1951,72,14,1991,1951,Boomers
87,1844,1116045111510003,1991-03-02,Meats,Meat Cutter,STORES,ACEH,KAB. ACEH TAMIANG,Seruway,Female,1951-11-11,11 November 1951,72,3,1991,1951,Boomers
88,1845,7309091411510010,1991-03-03,Meats,Meat Cutter,STORES,SULAWESI SELATAN,KAB. MAROS,Simbang,Male,1951-11-14,14 November 1951,72,10,1991,1951,Boomers
89,1846,6308011411510004,1991-03-03,Meats,Meat Cutter,STORES,KALIMANTAN SELATAN,KAB. HULU SUNGAI UTARA,Danau Panggang,Male,1951-11-14,14 November 1951,72,4,1991,1951,Boomers
90,1848,6110021811510016,1991-03-06,Meats,Meat Cutter,STORES,KALIMANTAN BARAT,KAB. MELAWI,Nanga Pinoh,Male,1951-11-18,18 November 1951,72,16,1991,1951,Boomers
91,1849,1101126311510017,1991-03-08,Meats,Meat Cutter,STORES,ACEH,KAB. ACEH SELATAN,Labuhan Haji Barat,Female,1951-11-23,23 November 1951,72,17,1991,1951,Boomers
92,1850,3204342511510013,1991-03-09,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. BANDUNG,Solokanjeruk,Male,1951-11-25,25 November 1951,72,13,1991,1951,Boomers
93,1851,1404102411510003,1991-03-09,Meats,Meat Cutter,STORES,RIAU,KAB. INDRAGIRI HILIR,Tanah Merah,Male,1951-11-24,24 November 1951,72,3,1991,1951,Boomers
94,1852,9116102611510003,1991-03-10,Customer Service,Customer Service Manager,STORES,PAPUA,KAB. BOVEN DIGOEL,Fofi,Male,1951-11-26,26 November 1951,72,3,1991,1951,Boomers
95,1853,7504076611510005,1991-03-10,Meats,Meat Cutter,STORES,GORONTALO,KAB. PAHUWATO,Taluditi,Female,1951-11-26,26 November 1951,72,5,1991,1951,Boomers
96,1855,7405244312510012,1991-03-14,Meats,Meat Cutter,STORES,SULAWESI TENGGARA,KAB. KONAWE SELATAN,Sabulakoa,Female,1951-12-03,03 December 1951,71,12,1991,1951,Boomers
97,1856,1404114712510005,1991-03-16,Meats,Meat Cutter,STORES,RIAU,KAB. INDRAGIRI HILIR,Batang Tuaka,Female,1951-12-07,07 December 1951,71,5,1991,1951,Boomers
98,1857,3513244812510009,1991-03-16,Dairy,Dairy Person,STORES,JAWA TIMUR,KAB. PROBOLINGGO,Lumbang,Female,1951-12-08,08 December 1951,71,9,1991,1951,Boomers
99,1858,2101041012510001,1991-03-17,Meats,Meat Cutter,STORES,KEPULAUAN RIAU,KAB. BINTAN,Gunung Kijang,Male,1951-12-10,10 December 1951,71,1,1991,1951,Boomers
100,1860,1115091512510019,1991-03-20,Meats,Meat Cutter,STORES,ACEH,KAB. NAGAN RAYA,Tripa Makmur,Male,1951-12-15,15 December 1951,71,19,1991,1951,Boomers
101,1862,6411036012510006,1991-03-22,Meats,Meat Cutter,STORES,KALIMANTAN TIMUR,KAB. MAHAKAM ULU,Laham,Female,1951-12-20,20 December 1951,71,6,1991,1951,Boomers
102,1864,9102636312510017,1991-03-24,Meats,Meat Cutter,STORES,PAPUA,KAB. JAYAWIJAYA,Welesi,Female,1951-12-23,23 December 1951,71,17,1991,1951,Boomers
103,1865,8208052412510013,1991-03-25,Meats,Meat Cutter,STORES,MALUKU UTARA,KAB. PULAU TALIABU,Taliabu Timur,Male,1951-12-24,24 December 1951,71,13,1991,1951,Boomers
104,1866,1871122512510008,1991-03-25,Meats,Meat Cutter,STORES,LAMPUNG,KOTA BANDAR LAMPUNG,Sukabumi,Male,1951-12-25,25 December 1951,71,8,1991,1951,Boomers
105,1868,3201012912510009,1991-03-27,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. BOGOR,Cibinong,Male,1951-12-29,29 December 1951,71,9,1991,1951,Boomers
106,1869,3310193112510006,1991-03-28,Bakery,Bakery Manager,STORES,JAWA TENGAH,KAB. KLATEN,Tulung,Male,1951-12-31,31 December 1951,71,6,1991,1951,Boomers
107,1870,5305040101520018,1991-03-29,Meats,Meat Cutter,STORES,NUSA TENGGARA TIMUR,KAB. ALOR,Alor Selatan,Male,1952-01-01,01 January 1952,71,18,1991,1952,Boomers
108,1871,9107034701520011,1991-04-01,Meats,Meat Cutter,STORES,PAPUA,KAB. PUNCAK JAYA,Ilu,Female,1952-01-07,07 January 1952,71,11,1991,1952,Boomers
109,1873,7411045301520016,1991-04-04,Produce,Produce Manager,STORES,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,Poli Polia,Female,1952-01-13,13 January 1952,71,16,1991,1952,Boomers
110,1875,6211076001520008,1991-04-08,Meats,Meat Cutter,STORES,KALIMANTAN TENGAH,KAB. PULANG PISAU,Jabiren,Female,1952-01-20,20 January 1952,71,8,1991,1952,Boomers
111,1876,3207116601520019,1991-04-11,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. CIAMIS,Cipaku,Female,1952-01-26,26 January 1952,71,19,1991,1952,Boomers
112,1877,1274046701520009,1991-04-12,Meats,Meat Cutter,STORES,SUMATERA UTARA,KOTA TANJUNG BALAI,Teluk Nibung,Female,1952-01-27,27 January 1952,71,9,1991,1952,Boomers
113,1878,9102016701520006,1991-04-12,Meats,Meat Cutter,STORES,PAPUA,KAB. JAYAWIJAYA,Wamena,Female,1952-01-27,27 January 1952,71,6,1991,1952,Boomers
114,1879,5302022701520005,1991-04-12,Meats,Meat Cutter,STORES,NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,Mollo Selatan,Male,1952-01-27,27 January 1952,71,5,1991,1952,Boomers
115,1880,3526014102520002,1991-04-14,Meats,Meat Cutter,STORES,JAWA TIMUR,KAB. BANGKALAN,Bangkalan,Female,1952-02-01,01 February 1952,71,2,1991,1952,Boomers
116,1881,7104097101520012,1991-04-14,Meats,Meat Cutter,STORES,SULAWESI UTARA,KAB. KEPULAUAN TALAUD,Damau,Female,1952-01-31,31 January 1952,71,12,1991,1952,Boomers
117,1882,7308054302520005,1991-04-15,Meats,Meat Cutter,STORES,SULAWESI SELATAN,KAB. BONE,Tonra,Female,1952-02-03,03 February 1952,71,5,1991,1952,Boomers
118,1884,3214050602520010,1991-04-17,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. PURWAKARTA,Sukatani,Male,1952-02-06,06 February 1952,71,10,1991,1952,Boomers
119,1888,1305165202520015,1991-04-20,Meats,Meat Cutter,STORES,SUMATERA BARAT,KAB. PADANG PARIAMAN,Patamuan,Female,1952-02-12,12 February 1952,71,15,1991,1952,Boomers
120,1892,3305232602520016,1991-04-27,Meats,Meat Cutter,STORES,JAWA TENGAH,KAB. KEBUMEN,Bonorowo,Male,1952-02-26,26 February 1952,71,16,1991,1952,Boomers
121,1895,1310064103520007,1991-04-29,Meats,Meat Cutter,STORES,SUMATERA BARAT,KAB. DHARMASRAYA,Timpeh,Female,1952-03-01,01 March 1952,71,7,1991,1952,Boomers
122,1896,3209144103520001,1991-04-29,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. CIREBON,Talun,Female,1952-03-01,01 March 1952,71,1,1991,1952,Boomers
123,1898,3517030703520007,1991-05-02,Bakery,Bakery Manager,STORES,JAWA TIMUR,KAB. JOMBANG,Ngoro,Male,1952-03-07,07 March 1952,71,7,1991,1952,Boomers
124,1899,1224055103520004,1991-05-04,Produce,Produce Manager,STORES,SUMATERA UTARA,KAB. NIAS UTARA,Namohalu Esiwa,Female,1952-03-11,11 March 1952,71,4,1991,1952,Boomers
125,1900,1309105203520008,1991-05-05,Meats,Meat Cutter,STORES,SUMATERA BARAT,KAB. KEPULAUAN MENTAWAI,Pagai Selatan,Female,1952-03-12,12 March 1952,71,8,1991,1952,Boomers
126,1901,1273035503520012,1991-05-06,Meats,Meat Cutter,STORES,SUMATERA UTARA,KOTA SIBOLGA,Sibolga Selatan,Female,1952-03-15,15 March 1952,71,12,1991,1952,Boomers
127,1902,7601035603520016,1991-05-07,Meats,Meat Cutter,STORES,SULAWESI BARAT,KAB. PASANGKAYU,Baras,Female,1952-03-16,16 March 1952,71,16,1991,1952,Boomers
128,1905,8106015903520012,1991-05-08,Meats,Meat Cutter,STORES,MALUKU,KAB. SERAM BAGIAN BARAT,Kairatu,Female,1952-03-19,19 March 1952,71,12,1991,1952,Boomers
129,1906,7315046003520017,1991-05-09,Meats,Meat Cutter,STORES,SULAWESI SELATAN,KAB. PINRANG,Watang Sawito,Female,1952-03-20,20 March 1952,71,17,1991,1952,Boomers
130,1907,3305232103520003,1991-05-10,Meats,Meat Cutter,STORES,JAWA TENGAH,KAB. KEBUMEN,Bonorowo,Male,1952-03-21,21 March 1952,71,3,1991,1952,Boomers
131,1908,7415022103520007,1991-05-10,Processed Foods,Processed Foods Manager,STORES,SULAWESI TENGGARA,KAB. BUTON SELATAN,Sampolawa,Male,1952-03-21,21 March 1952,71,7,1991,1952,Boomers
132,1909,1503082403520006,1991-05-11,Meats,Meat Cutter,STORES,JAMBI,KAB. SAROLANGUN,Bathin VIII,Male,1952-03-24,24 March 1952,71,6,1991,1952,Boomers
133,1910,9207046603520014,1991-05-12,Bakery,Bakery Manager,STORES,PAPUA BARAT,KAB. TELUK WONDAMA,Wondiboy,Female,1952-03-26,26 March 1952,71,14,1991,1952,Boomers
134,1911,1312052803520002,1991-05-13,Dairy,Dairy Person,STORES,SUMATERA BARAT,KAB. PASAMAN BARAT,Kinali,Male,1952-03-28,28 March 1952,71,2,1991,1952,Boomers
135,1915,1607144304520011,1991-05-16,Meats,Meat Cutter,STORES,SUMATERA SELATAN,KAB. BANYUASIN,Air Salek,Female,1952-04-03,03 April 1952,71,11,1991,1952,Boomers
136,1916,1702094204520016,1991-05-16,Meats,Meat Cutter,STORES,BENGKULU,KAB. REJANG LEBONG,Curup,Female,1952-04-02,02 April 1952,71,16,1991,1952,Boomers
137,1919,1810051304520005,1991-05-22,Meats,Meat Cutter,STORES,LAMPUNG,KAB. PRINGSEWU,Pagelaran,Male,1952-04-13,13 April 1952,71,5,1991,1952,Boomers
138,1921,1607046104520012,1991-05-26,Meats,Meat Cutter,STORES,SUMATERA SELATAN,KAB. BANYUASIN,Pulau Rimau,Female,1952-04-21,21 April 1952,71,12,1991,1952,Boomers
139,1922,6212066604520016,1991-05-29,Meats,Meat Cutter,STORES,KALIMANTAN TENGAH,KAB. MURUNG RAYA,Barito Tuhup Raya,Female,1952-04-26,26 April 1952,71,16,1991,1952,Boomers
140,1923,9205042604520001,1991-05-29,Dairy,Dairy Person,STORES,PAPUA BARAT,KAB. RAJA AMPAT,Salawati Utara,Male,1952-04-26,26 April 1952,71,1,1991,1952,Boomers
